id,image,img_path,seg_path,label
ISIC_0000456,ISIC_0000456_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000456.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000456_segmentation.png,1
ISIC_0000457,ISIC_0000457_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000457.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000457_segmentation.png,1
ISIC_0000458,ISIC_0000458,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000458.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000458_segmentation.png,1
ISIC_0000460,ISIC_0000460,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000460.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000460_segmentation.png,1
ISIC_0000461,ISIC_0000461,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000461.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000461_segmentation.png,1
ISIC_0000463,ISIC_0000463_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000463.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000463_segmentation.png,2
ISIC_0000465,ISIC_0000465,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000465.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000465_segmentation.png,1
ISIC_0000466,ISIC_0000466,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000466.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000466_segmentation.png,2
ISIC_0000469,ISIC_0000469,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000469.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000469_segmentation.png,2
ISIC_0000470,ISIC_0000470,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000470.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000470_segmentation.png,1
ISIC_0000471,ISIC_0000471,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000471.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000471_segmentation.png,1
ISIC_0000473,ISIC_0000473_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000473.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000473_segmentation.png,1
ISIC_0000474,ISIC_0000474,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000474.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000474_segmentation.png,1
ISIC_0000476,ISIC_0000476,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000476.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000476_segmentation.png,1
ISIC_0000477,ISIC_0000477,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000477.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000477_segmentation.png,1
ISIC_0000479,ISIC_0000479,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000479.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000479_segmentation.png,1
ISIC_0000480,ISIC_0000480,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000480.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000480_segmentation.png,1
ISIC_0000481,ISIC_0000481,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000481.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000481_segmentation.png,1
ISIC_0000482,ISIC_0000482,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000482.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000482_segmentation.png,2
ISIC_0000483,ISIC_0000483,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000483.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000483_segmentation.png,1
ISIC_0000484,ISIC_0000484,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000484.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000484_segmentation.png,2
ISIC_0000485,ISIC_0000485,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000485.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000485_segmentation.png,1
ISIC_0000486,ISIC_0000486,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000486.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000486_segmentation.png,1
ISIC_0000487,ISIC_0000487,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000487.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000487_segmentation.png,2
ISIC_0000488,ISIC_0000488,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000488.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000488_segmentation.png,1
ISIC_0000489,ISIC_0000489,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000489.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000489_segmentation.png,1
ISIC_0000490,ISIC_0000490,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000490.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000490_segmentation.png,1
ISIC_0000491,ISIC_0000491,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000491.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000491_segmentation.png,1
ISIC_0000492,ISIC_0000492,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000492.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000492_segmentation.png,1
ISIC_0000493,ISIC_0000493,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000493.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000493_segmentation.png,1
ISIC_0000494,ISIC_0000494,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000494.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000494_segmentation.png,1
ISIC_0000495,ISIC_0000495,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000495.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000495_segmentation.png,1
ISIC_0000496,ISIC_0000496,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000496.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000496_segmentation.png,1
ISIC_0000498,ISIC_0000498,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000498.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000498_segmentation.png,1
ISIC_0000499,ISIC_0000499,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000499.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000499_segmentation.png,1
ISIC_0000500,ISIC_0000500,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000500.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000500_segmentation.png,1
ISIC_0000501,ISIC_0000501,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000501.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000501_segmentation.png,1
ISIC_0000503,ISIC_0000503,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000503.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000503_segmentation.png,1
ISIC_0000504,ISIC_0000504_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000504.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000504_segmentation.png,1
ISIC_0000505,ISIC_0000505,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000505.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000505_segmentation.png,1
ISIC_0000506,ISIC_0000506,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000506.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000506_segmentation.png,1
ISIC_0000507,ISIC_0000507,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000507.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000507_segmentation.png,1
ISIC_0000508,ISIC_0000508,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000508.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000508_segmentation.png,1
ISIC_0000509,ISIC_0000509,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000509.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000509_segmentation.png,1
ISIC_0000510,ISIC_0000510,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000510.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000510_segmentation.png,1
ISIC_0000511,ISIC_0000511,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000511.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000511_segmentation.png,2
ISIC_0000513,ISIC_0000513,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000513.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000513_segmentation.png,2
ISIC_0000514,ISIC_0000514,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000514.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000514_segmentation.png,1
ISIC_0000515,ISIC_0000515,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000515.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000515_segmentation.png,1
ISIC_0000517,ISIC_0000517,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000517.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000517_segmentation.png,2
ISIC_0000518,ISIC_0000518,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000518.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000518_segmentation.png,2
ISIC_0000519,ISIC_0000519_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000519.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000519_segmentation.png,2
ISIC_0000520,ISIC_0000520_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000520.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000520_segmentation.png,2
ISIC_0000521,ISIC_0000521_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000521.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000521_segmentation.png,2
ISIC_0000522,ISIC_0000522,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000522.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000522_segmentation.png,2
ISIC_0000523,ISIC_0000523,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000523.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000523_segmentation.png,1
ISIC_0000524,ISIC_0000524,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000524.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000524_segmentation.png,1
ISIC_0000525,ISIC_0000525,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000525.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000525_segmentation.png,1
ISIC_0000527,ISIC_0000527,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000527.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000527_segmentation.png,1
ISIC_0000528,ISIC_0000528,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000528.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000528_segmentation.png,1
ISIC_0000529,ISIC_0000529_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000529.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000529_segmentation.png,1
ISIC_0000530,ISIC_0000530,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000530.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000530_segmentation.png,1
ISIC_0000531,ISIC_0000531,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000531.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000531_segmentation.png,2
ISIC_0000532,ISIC_0000532,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000532.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000532_segmentation.png,1
ISIC_0000533,ISIC_0000533,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000533.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000533_segmentation.png,2
ISIC_0000534,ISIC_0000534,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000534.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000534_segmentation.png,1
ISIC_0000535,ISIC_0000535,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000535.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000535_segmentation.png,1
ISIC_0000536,ISIC_0000536,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000536.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000536_segmentation.png,1
ISIC_0000537,ISIC_0000537,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000537.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000537_segmentation.png,1
ISIC_0000538,ISIC_0000538,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000538.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000538_segmentation.png,1
ISIC_0000539,ISIC_0000539,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000539.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000539_segmentation.png,1
ISIC_0000540,ISIC_0000540,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000540.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000540_segmentation.png,1
ISIC_0000541,ISIC_0000541,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000541.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000541_segmentation.png,1
ISIC_0000542,ISIC_0000542,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000542.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000542_segmentation.png,1
ISIC_0000543,ISIC_0000543,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000543.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000543_segmentation.png,1
ISIC_0000544,ISIC_0000544,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000544.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000544_segmentation.png,1
ISIC_0000545,ISIC_0000545,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000545.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000545_segmentation.png,1
ISIC_0000546,ISIC_0000546,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000546.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000546_segmentation.png,1
ISIC_0000547,ISIC_0000547,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000547.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000547_segmentation.png,2
ISIC_0000548,ISIC_0000548,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000548.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000548_segmentation.png,2
ISIC_0000549,ISIC_0000549,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000549.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000549_segmentation.png,2
ISIC_0000550,ISIC_0000550,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000550.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000550_segmentation.png,2
ISIC_0000552,ISIC_0000552,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000552.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000552_segmentation.png,2
ISIC_0000554,ISIC_0000554,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000554.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000554_segmentation.png,2
ISIC_0000555,ISIC_0000555,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000555.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000555_segmentation.png,2
ISIC_0000556,ISIC_0000556,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000556.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000556_segmentation.png,1
ISIC_0000882,ISIC_0000882_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000882.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000882_segmentation.png,1
ISIC_0000900,ISIC_0000900_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000900.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000900_segmentation.png,1
ISIC_0000999,ISIC_0000999_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000999.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000999_segmentation.png,1
ISIC_0001100,ISIC_0001100_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001100.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001100_segmentation.png,2
ISIC_0001102,ISIC_0001102_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001102.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001102_segmentation.png,2
ISIC_0001103,ISIC_0001103_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001103.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001103_segmentation.png,2
ISIC_0001105,ISIC_0001105_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001105.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001105_segmentation.png,2
ISIC_0001106,ISIC_0001106_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001106.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001106_segmentation.png,2
ISIC_0001118,ISIC_0001118_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001118.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001118_segmentation.png,2
ISIC_0001119,ISIC_0001119_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001119.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001119_segmentation.png,2
ISIC_0001126,ISIC_0001126_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001126.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001126_segmentation.png,2
ISIC_0001128,ISIC_0001128_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001128.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001128_segmentation.png,2
ISIC_0001131,ISIC_0001131_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001131.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001131_segmentation.png,2
ISIC_0001133,ISIC_0001133_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001133.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001133_segmentation.png,2
ISIC_0001134,ISIC_0001134_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001134.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001134_segmentation.png,2
ISIC_0001140,ISIC_0001140_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001140.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001140_segmentation.png,2
ISIC_0001142,ISIC_0001142_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001142.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001142_segmentation.png,2
ISIC_0001148,ISIC_0001148_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001148.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001148_segmentation.png,2
ISIC_0001152,ISIC_0001152_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001152.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001152_segmentation.png,2
ISIC_0001163,ISIC_0001163_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001163.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001163_segmentation.png,1
ISIC_0001181,ISIC_0001181_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001181.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001181_segmentation.png,1
ISIC_0001184,ISIC_0001184_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001184.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001184_segmentation.png,1
ISIC_0001185,ISIC_0001185_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001185.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001185_segmentation.png,1
ISIC_0001186,ISIC_0001186_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001186.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001186_segmentation.png,1
ISIC_0001188,ISIC_0001188_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001188.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001188_segmentation.png,1
ISIC_0001190,ISIC_0001190_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001190.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001190_segmentation.png,1
ISIC_0001191,ISIC_0001191_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001191.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001191_segmentation.png,1
ISIC_0001204,ISIC_0001204_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001204.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001204_segmentation.png,1
ISIC_0001212,ISIC_0001212_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001212.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001212_segmentation.png,1
ISIC_0001213,ISIC_0001213_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001213.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001213_segmentation.png,1
ISIC_0001216,ISIC_0001216_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001216.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001216_segmentation.png,1
ISIC_0001242,ISIC_0001242_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001242.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001242_segmentation.png,1
ISIC_0001247,ISIC_0001247_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001247.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001247_segmentation.png,1
ISIC_0001254,ISIC_0001254_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001254.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001254_segmentation.png,1
ISIC_0001262,ISIC_0001262_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001262.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001262_segmentation.png,1
ISIC_0001267,ISIC_0001267_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001267.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001267_segmentation.png,1
ISIC_0001275,ISIC_0001275_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001275.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001275_segmentation.png,1
ISIC_0001286,ISIC_0001286_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001286.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001286_segmentation.png,1
ISIC_0001292,ISIC_0001292_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001292.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001292_segmentation.png,1
ISIC_0001296,ISIC_0001296_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001296.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001296_segmentation.png,1
ISIC_0001299,ISIC_0001299_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001299.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001299_segmentation.png,1
ISIC_0001306,ISIC_0001306_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001306.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001306_segmentation.png,1
ISIC_0001367,ISIC_0001367_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001367.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001367_segmentation.png,1
ISIC_0001372,ISIC_0001372_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001372.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001372_segmentation.png,1
ISIC_0001374,ISIC_0001374_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001374.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001374_segmentation.png,1
ISIC_0001385,ISIC_0001385_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001385.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001385_segmentation.png,1
ISIC_0001423,ISIC_0001423_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0001423.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0001423_segmentation.png,1
